patch_id,latitude,longitude,poverty_score,poverty_class,population_density
11481,13.44997062,5.27492589,0.4797188,poor,1002.2513
11891,13.441637290000001,5.27492589,0.48820323,poor,1494.2037
11937,13.441637290000001,5.658259070000001,0.5733977,severely poor,1020.8143
11938,13.441637290000001,5.6665924,0.5603103,severely poor,1735.99
11939,13.441637290000001,5.674925729999999,0.5844864,severely poor,1479.7388
12306,13.43330396,5.27492589,0.48389593,poor,1016.22974
12352,13.43330396,5.658259070000001,0.5741702,severely poor,996.757
12353,13.43330396,5.6665924,0.58168197,severely poor,2123.2993
12354,13.43330396,5.674925729999999,0.58530056,severely poor,1538.1498
12723,13.42497063,5.27492589,0.48830608,poor,836.672
12769,13.42497063,5.658259070000001,0.5827716,severely poor,932.4072
12770,13.42497063,5.6665924,0.587152,severely poor,1146.1709
13983,13.399970640000001,5.27492589,0.48650685,poor,845.8888
15280,13.37497065,5.399925839999999,0.51253515,severely poor,947.03735
15281,13.37497065,5.40825917,0.5059949,severely poor,1341.8705
15745,13.36663732,5.23325924,0.43116552,poor,1142.5591
15746,13.36663732,5.241592569999999,0.44572473,poor,1282.8374
15747,13.36663732,5.2499259,0.48593554,poor,1116.2273
15765,13.36663732,5.399925839999999,0.5191764,severely poor,883.5534
15766,13.36663732,5.40825917,0.5235129,severely poor,1449.4989
16257,13.35830399,5.2249259100000005,0.46629927,poor,1810.513
16258,13.35830399,5.23325924,0.3981107,poor,3538.2056
16259,13.35830399,5.241592569999999,0.45835078,poor,2845.608
16260,13.35830399,5.2499259,0.49023926,poor,1028.1412
16798,13.34997066,5.2249259100000005,0.46816677,poor,2184.4807
16799,13.34997066,5.23325924,0.47191772,poor,4219.6543
16800,13.34997066,5.241592569999999,0.48867035,poor,2961.8982
17349,13.341637330000001,5.20825925,0.49133334,poor,984.8655
17350,13.341637330000001,5.2165925799999995,0.48433822,poor,1460.6226
17351,13.341637330000001,5.2249259100000005,0.48250857,poor,1972.373
17352,13.341637330000001,5.23325924,0.48364663,poor,2581.2302
17353,13.341637330000001,5.241592569999999,0.4888569,poor,1035.7212
17384,13.341637330000001,5.499925800000001,0.5393849,severely poor,825.98645
17385,13.341637330000001,5.50825913,0.5401081,severely poor,1327.4265
17912,13.333304,5.2165925799999995,0.48689675,poor,974.23303
17913,13.333304,5.2249259100000005,0.48271382,poor,944.80286
17932,13.333304,5.3832591800000005,0.50341827,severely poor,884.4311
17946,13.333304,5.499925800000001,0.54103386,severely poor,974.2815
17947,13.333304,5.50825913,0.5493854,severely poor,1088.8093
18515,13.32497067,5.416592499999999,0.5177786,severely poor,1101.386
18516,13.32497067,5.42492583,0.52321434,severely poor,1111.7004
19717,13.30830401,5.358259189999999,0.49806732,poor,1369.393
19718,13.30830401,5.36659252,0.5069831,severely poor,1284.4949
19724,13.30830401,5.416592499999999,0.521181,severely poor,1205.4447
19883,13.30830401,7.791591550000001,0.8035597,severely poor,1171.5701
19884,13.30830401,7.79992488,0.81656975,severely poor,1005.93536
20344,13.299970680000001,5.358259189999999,0.5031234,severely poor,1365.5614
20345,13.299970680000001,5.36659252,0.51032335,severely poor,895.91455
20349,13.299970680000001,5.399925839999999,0.53546625,severely poor,828.0913
20350,13.299970680000001,5.40825917,0.51258457,severely poor,1443.1823
20351,13.299970680000001,5.416592499999999,0.48490193,poor,2223.748
20352,13.299970680000001,5.42492583,0.49939543,poor,1014.27563
20512,13.299970680000001,7.78325822,0.80715257,severely poor,2438.221
20513,13.299970680000001,7.791591550000001,0.81202847,severely poor,3769.2317
20514,13.299970680000001,7.79992488,0.8195473,severely poor,2098.01
20984,13.29163735,5.358259189999999,0.50646263,severely poor,1148.3627
20989,13.29163735,5.399925839999999,0.53239477,severely poor,874.5155
20990,13.29163735,5.40825917,0.47865623,poor,1801.3027
20991,13.29163735,5.416592499999999,0.4670444,poor,2881.6575
20992,13.29163735,5.42492583,0.48648584,poor,2404.7925
20993,13.29163735,5.4332591599999995,0.5183673,severely poor,1375.2683
21154,13.29163735,7.78325822,0.80896175,severely poor,1633.5118
21155,13.29163735,7.791591550000001,0.813452,severely poor,2535.7397
21156,13.29163735,7.79992488,0.82009315,severely poor,1742.0979
21635,13.283304020000001,5.3332592,0.49838024,poor,1211.996
21636,13.283304020000001,5.341592530000001,0.5045655,severely poor,968.8477
21637,13.283304020000001,5.34992586,0.50323397,severely poor,1025.6915
21638,13.283304020000001,5.358259189999999,0.51019996,severely poor,1189.6128
21643,13.283304020000001,5.399925839999999,0.5456176,severely poor,891.2212
21644,13.283304020000001,5.40825917,0.53404284,severely poor,1968.0156
21645,13.283304020000001,5.416592499999999,0.5128476,severely poor,2997.9683
21646,13.283304020000001,5.42492583,0.5000745,severely poor,2955.2524
21647,13.283304020000001,5.4332591599999995,0.52341384,severely poor,1747.6642
21650,13.283304020000001,5.458259149999999,0.543822,severely poor,937.93884
21651,13.283304020000001,5.46659248,0.5533357,severely poor,927.8086
21809,13.283304020000001,7.77492489,0.8074242,severely poor,830.0196
21810,13.283304020000001,7.78325822,0.81303614,severely poor,851.90796
22310,13.27497069,5.34992586,0.5140842,severely poor,905.93115
22316,13.27497069,5.399925839999999,0.54604375,severely poor,1054.5353
22317,13.27497069,5.40825917,0.536525,severely poor,1460.9546
22318,13.27497069,5.416592499999999,0.52155966,severely poor,2158.8909
22319,13.27497069,5.42492583,0.5168954,severely poor,2477.247
22320,13.27497069,5.4332591599999995,0.5239491,severely poor,1579.2676
22324,13.27497069,5.46659248,0.548732,severely poor,1083.6049
22434,13.27497069,6.383258779999999,0.6754938,severely poor,845.3786
22962,13.26663736,4.883259379999999,0.5665542,severely poor,861.494
22963,13.26663736,4.89159271,0.5578107,severely poor,1524.4324
23024,13.26663736,5.399925839999999,0.5461748,severely poor,957.54443
23025,13.26663736,5.40825917,0.5403512,severely poor,991.7274
23026,13.26663736,5.416592499999999,0.5386607,severely poor,1247.3615
23027,13.26663736,5.42492583,0.53071743,severely poor,993.52405
23692,13.25830403,4.89159271,0.5555479,severely poor,882.2249
23693,13.25830403,4.8999260399999995,0.5446178,severely poor,911.04926
23752,13.25830403,5.39159251,0.55853844,severely poor,871.83716
23753,13.25830403,5.399925839999999,0.5525472,severely poor,875.34515
23755,13.25830403,5.416592499999999,0.54257804,severely poor,803.1235
24432,13.2499707,4.8999260399999995,0.5430336,severely poor,1109.7898
25940,13.23330404,4.908259370000001,0.5169911,severely poor,911.901
25941,13.23330404,4.9165927,0.52159363,severely poor,1015.4142
26706,13.224970710000001,4.89159271,0.54348695,severely poor,1070.9965
26707,13.224970710000001,4.8999260399999995,0.51896214,severely poor,1737.0773
26708,13.224970710000001,4.908259370000001,0.5167412,severely poor,2458.6245
26709,13.224970710000001,4.9165927,0.5322548,severely poor,1671.357
26750,13.224970710000001,5.258259229999999,0.43522143,poor,1280.1927
26751,13.224970710000001,5.26659256,0.4736497,poor,900.1167
26752,13.224970710000001,5.27492589,0.4754632,poor,941.7826
27485,13.21663738,4.8999260399999995,0.5343711,severely poor,1642.5883
27486,13.21663738,4.908259370000001,0.52932894,severely poor,1827.4702
27487,13.21663738,4.9165927,0.5365069,severely poor,953.95953
27527,13.21663738,5.2499259,0.48605743,poor,975.38763
27528,13.21663738,5.258259229999999,0.46306792,poor,1936.5978
27529,13.21663738,5.26659256,0.48320985,poor,1665.0808
28272,13.20830405,4.8999260399999995,0.5350321,severely poor,893.16656
28315,13.20830405,5.258259229999999,0.4831067,poor,1616.3722
28316,13.20830405,5.26659256,0.4878337,poor,1269.8268
28343,13.20830405,5.49159247,0.5351078,severely poor,949.3059
28344,13.20830405,5.499925800000001,0.5325785,severely poor,804.67816
28452,13.20830405,6.39992544,0.6539024,severely poor,1633.0339
28453,13.20830405,6.408258770000001,0.66258264,severely poor,938.6122
29112,13.19997072,5.258259229999999,0.48291847,poor,1014.91797
29135,13.19997072,5.44992582,0.5197153,severely poor,987.8741
29246,13.19997072,6.37492545,0.6849567,severely poor,943.4771
29247,13.19997072,6.383258779999999,0.6765895,severely poor,1038.5782
29248,13.19997072,6.39159211,0.66483855,severely poor,2730.6145
29249,13.19997072,6.39992544,0.6535379,severely poor,4320.9023
29250,13.19997072,6.408258770000001,0.6631822,severely poor,3454.171
29251,13.19997072,6.4165921,0.66961956,severely poor,1055.4867
29931,13.19163739,5.3749258499999994,0.52168256,severely poor,897.15576
29939,13.19163739,5.441592490000001,0.51878446,severely poor,854.9308
30053,13.19163739,6.39159211,0.66613966,severely poor,2453.3342
30054,13.19163739,6.39992544,0.6631997,severely poor,3992.2925
30055,13.19163739,6.408258770000001,0.6666709,severely poor,3021.9937
30056,13.19163739,6.4165921,0.67265135,severely poor,831.3232
30742,13.183304060000001,5.3749258499999994,0.5190679,severely poor,876.80005
30864,13.183304060000001,6.39159211,0.65799224,severely poor,1169.3564
30865,13.183304060000001,6.39992544,0.6665706,severely poor,1899.3728
30870,13.183304060000001,6.441592089999999,0.68603426,severely poor,849.22375
30989,13.183304060000001,8.199924719999999,0.8287714,severely poor,871.7136
30990,13.183304060000001,8.208258050000001,0.82505834,severely poor,813.8825
30991,13.183304060000001,8.21659138,0.80271924,severely poor,2414.8062
30992,13.183304060000001,8.22492471,0.7705266,severely poor,3397.6963
30993,13.183304060000001,8.233258039999999,0.78598326,severely poor,1975.6614
30994,13.183304060000001,8.241591369999998,0.8260768,severely poor,823.10046
31560,13.17497073,5.39159251,0.49812636,poor,1002.7089
31561,13.17497073,5.399925839999999,0.5087307,severely poor,905.17303
31563,13.17497073,5.416592499999999,0.5136079,severely poor,1213.146
31809,13.17497073,8.21659138,0.8217327,severely poor,2555.0925
31810,13.17497073,8.22492471,0.81787336,severely poor,4967.7563
31811,13.17497073,8.233258039999999,0.8239987,severely poor,4043.4392
31812,13.17497073,8.241591369999998,0.8284687,severely poor,2213.4382
31813,13.17497073,8.249924700000001,0.8312374,severely poor,1085.9021
31814,13.17497073,8.25825803,0.8253225,severely poor,1016.59454
31816,13.17497073,8.274924689999999,0.7753445,severely poor,1158.2678
31817,13.17497073,8.283258019999998,0.8009952,severely poor,1032.2924
32383,13.1666374,5.3832591800000005,0.5025134,severely poor,1821.3732
32384,13.1666374,5.39159251,0.49898267,poor,2621.194
32385,13.1666374,5.399925839999999,0.5136034,severely poor,1569.5034
32390,13.1666374,5.441592490000001,0.5294603,severely poor,1027.0642
32391,13.1666374,5.44992582,0.5371122,severely poor,1055.5199
32636,13.1666374,8.21659138,0.8216479,severely poor,979.34546
32637,13.1666374,8.22492471,0.8248965,severely poor,1901.1469
32638,13.1666374,8.233258039999999,0.82747966,severely poor,1743.341
32639,13.1666374,8.241591369999998,0.82958347,severely poor,811.0287
32643,13.1666374,8.274924689999999,0.8109576,severely poor,2233.1985
32644,13.1666374,8.283258019999998,0.8129469,severely poor,3767.768
32645,13.1666374,8.291591350000001,0.81517875,severely poor,1152.4048
33160,13.15830407,4.924926029999999,0.5335741,severely poor,1055.6304
33161,13.15830407,4.93325936,0.53671575,severely poor,887.2888
33213,13.15830407,5.36659252,0.5032961,severely poor,970.1192
33214,13.15830407,5.3749258499999994,0.5094801,severely poor,953.15906
33215,13.15830407,5.3832591800000005,0.51176465,severely poor,1492.6267
33216,13.15830407,5.39159251,0.51334226,severely poor,2083.3608
33217,13.15830407,5.399925839999999,0.5160813,severely poor,1170.4735
33222,13.15830407,5.441592490000001,0.5427833,severely poor,1020.98596
33223,13.15830407,5.44992582,0.5486056,severely poor,820.9056
33468,13.15830407,8.208258050000001,0.821277,severely poor,1141.0062
33473,13.15830407,8.249924700000001,0.830808,severely poor,800.28
33477,13.15830407,8.283258019999998,0.8098169,severely poor,2234.0276
33478,13.15830407,8.291591350000001,0.8145893,severely poor,1547.7484
34048,13.14997074,5.358259189999999,0.50600976,severely poor,820.8657
34052,13.14997074,5.39159251,0.52407914,severely poor,876.4599
34057,13.14997074,5.4332591599999995,0.5439525,severely poor,819.83
34316,13.14997074,8.283258019999998,0.816135,severely poor,860.79785
34317,13.14997074,8.291591350000001,0.8156625,severely poor,1069.9359
35166,13.141637410000001,8.291591350000001,0.81527,severely poor,819.22424
36441,13.13330408,13.84158913,0.59089077,severely poor,859.0728
36442,13.13330408,13.849922459999998,0.58776975,severely poor,861.33673
36875,13.124970750000001,8.166591400000001,0.8198439,severely poor,860.7266
37315,13.124970750000001,13.849922459999998,0.57452095,severely poor,1000.0561
37316,13.124970750000001,13.858255789999998,0.5681241,severely poor,1316.128
37432,13.11663742,4.8999260399999995,0.5247765,severely poor,1056.8392
37766,13.11663742,8.291591350000001,0.8104844,severely poor,930.6595
38199,13.11663742,13.849922459999998,0.5739496,severely poor,1420.4915
38200,13.11663742,13.858255789999998,0.5683395,severely poor,1928.9976
38201,13.11663742,13.86658912,0.5656219,severely poor,962.3063
38549,13.10830409,7.22492511,0.71476597,severely poor,1006.8431
38550,13.10830409,7.233258439999999,0.7048977,severely poor,1169.5471
38551,13.10830409,7.24159177,0.71113265,severely poor,1135.5549
38552,13.10830409,7.2499251,0.7127209,severely poor,1128.5175
38553,13.10830409,7.258258430000001,0.7092703,severely poor,1194.0667
38554,13.10830409,7.26659176,0.7231865,severely poor,966.09033
38555,13.10830409,7.274925089999999,0.72649497,severely poor,817.86884
38665,13.10830409,8.291591350000001,0.81507427,severely poor,855.2013
38666,13.10830409,8.29992468,0.818022,severely poor,935.8531
38942,13.10830409,12.499922999999999,0.74189293,severely poor,1416.4543
38943,13.10830409,12.508256329999998,0.7412996,severely poor,1381.1185
39104,13.10830409,13.849922459999998,0.57030505,severely poor,1130.194
39105,13.10830409,13.858255789999998,0.5710411,severely poor,1099.358
39106,13.10830409,13.86658912,0.5741584,severely poor,1025.8257
39107,13.10830409,13.87492245,0.57609296,severely poor,830.1239
39268,13.09997076,5.26659256,0.36620113,poor,895.55133
39269,13.09997076,5.27492589,0.4465905,poor,897.43933
39408,13.09997076,6.43325876,0.6656929,severely poor,1057.0491
39458,13.09997076,7.216591779999999,0.683478,severely poor,1570.1567
39459,13.09997076,7.22492511,0.66176635,severely poor,2130.6162
39460,13.09997076,7.233258439999999,0.7143687,severely poor,2232.79
39461,13.09997076,7.24159177,0.7226018,severely poor,2149.165
39462,13.09997076,7.2499251,0.72688144,severely poor,2044.7234
39463,13.09997076,7.258258430000001,0.72477216,severely poor,2892.4758
39464,13.09997076,7.26659176,0.72665286,severely poor,2643.8909
39465,13.09997076,7.274925089999999,0.7275123,severely poor,1444.2296
39466,13.09997076,7.28325842,0.72784424,severely poor,898.64575
39875,13.09997076,12.499922999999999,0.75881547,severely poor,1289.006
39876,13.09997076,12.508256329999998,0.75394464,severely poor,1754.8536
40032,13.09997076,13.808255809999999,0.5731963,severely poor,1393.55
40033,13.09997076,13.816589139999998,0.5628744,severely poor,2820.328
40034,13.09997076,13.82492247,0.5718474,severely poor,3043.84
40035,13.09997076,13.8332558,0.5712984,severely poor,1355.0459
40199,13.09163743,5.2499259,0.3684919,poor,831.3941
40200,13.09163743,5.258259229999999,0.3652255,poor,970.0477
40201,13.09163743,5.26659256,0.35330972,poor,1383.7092
40202,13.09163743,5.27492589,0.3927265,poor,1099.9408
40348,13.09163743,6.49159207,0.6680669,severely poor,817.35876
40390,13.09163743,7.20825845,0.7129788,severely poor,1166.1254
40391,13.09163743,7.216591779999999,0.69356763,severely poor,3175.7683
40392,13.09163743,7.22492511,0.68419504,severely poor,3326.5527
40393,13.09163743,7.233258439999999,0.7228192,severely poor,1963.5135
40394,13.09163743,7.24159177,0.7318575,severely poor,1629.8344
40395,13.09163743,7.2499251,0.7282043,severely poor,1262.3931
40396,13.09163743,7.258258430000001,0.7261515,severely poor,1556.754
40397,13.09163743,7.26659176,0.73029304,severely poor,1543.4258
40398,13.09163743,7.274925089999999,0.7313051,severely poor,1006.23553
40453,13.09163743,7.7332582400000005,0.7818319,severely poor,1183.8744
40454,13.09163743,7.74159157,0.78559965,severely poor,1219.0532
40818,13.09163743,12.499922999999999,0.76432973,severely poor,1100.5836
40819,13.09163743,12.508256329999998,0.7659938,severely poor,1331.7181
40975,13.09163743,13.808255809999999,0.5699496,severely poor,2847.342
40976,13.09163743,13.816589139999998,0.5649316,severely poor,4489.457
40977,13.09163743,13.82492247,0.57147014,severely poor,3746.9734
40978,13.09163743,13.8332558,0.5701906,severely poor,1493.8312
41092,13.0833041,4.824926069999999,0.5474805,severely poor,922.23914
41141,13.0833041,5.23325924,0.31091008,vulnerable,1349.1835
41142,13.0833041,5.241592569999999,0.28299126,vulnerable,3416.7266
41143,13.0833041,5.2499259,0.27365065,vulnerable,5004.993
41144,13.0833041,5.258259229999999,0.32365376,vulnerable,5697.5713
41145,13.0833041,5.26659256,0.32809412,vulnerable,4687.0107
41146,13.0833041,5.27492589,0.3400264,poor,2829.3748
41147,13.0833041,5.283259220000001,0.40822485,poor,2390.7654
41148,13.0833041,5.29159255,0.5018484,severely poor,2215.8113
41292,13.0833041,6.49159207,0.6606031,severely poor,1062.0072
41336,13.0833041,7.1999251200000005,0.71194947,severely poor,826.9173
41337,13.0833041,7.20825845,0.7201541,severely poor,875.5733
41338,13.0833041,7.216591779999999,0.7212019,severely poor,2300.4973
41339,13.0833041,7.22492511,0.7247531,severely poor,2230.855
41340,13.0833041,7.233258439999999,0.73291737,severely poor,1281.1975
41341,13.0833041,7.24159177,0.7339759,severely poor,1279.1357
41342,13.0833041,7.2499251,0.72913283,severely poor,1041.3612
41399,13.0833041,7.7249249099999995,0.787169,severely poor,1270.6088
41400,13.0833041,7.7332582400000005,0.7788282,severely poor,3310.0205
41401,13.0833041,7.74159157,0.783354,severely poor,2551.8337
41456,13.0833041,8.199924719999999,0.81916547,severely poor,932.7181
41929,13.0833041,13.79992248,0.5747701,severely poor,940.05664
41930,13.0833041,13.808255809999999,0.5707417,severely poor,2783.977
41931,13.0833041,13.816589139999998,0.5696496,severely poor,3527.9478
41932,13.0833041,13.82492247,0.5703775,severely poor,2676.23
41933,13.0833041,13.8332558,0.57309234,severely poor,934.05023
42047,13.07497077,4.81659274,0.5593845,severely poor,829.08636
42048,13.07497077,4.824926069999999,0.55070746,severely poor,1085.0485
42092,13.07497077,5.19159259,0.4546762,poor,809.93823
42093,13.07497077,5.199925919999999,0.36656958,poor,938.25397
42094,13.07497077,5.20825925,0.26491022,vulnerable,1168.6669
42095,13.07497077,5.2165925799999995,0.25725973,vulnerable,1121.4269
42096,13.07497077,5.2249259100000005,0.2527577,vulnerable,1094.493
42097,13.07497077,5.23325924,0.22554502,vulnerable,5310.706
42098,13.07497077,5.241592569999999,0.20324172,vulnerable,7976.8164
42099,13.07497077,5.2499259,0.23722982,vulnerable,9092.013
42100,13.07497077,5.258259229999999,0.31782436,vulnerable,8668.802
42101,13.07497077,5.26659256,0.32492107,vulnerable,5674.5835
42102,13.07497077,5.27492589,0.33907273,poor,2591.7703
42103,13.07497077,5.283259220000001,0.37096363,poor,2314.9558
42104,13.07497077,5.29159255,0.48892975,poor,2057.7827
42248,13.07497077,6.49159207,0.6577589,severely poor,1775.743
42249,13.07497077,6.4999253999999995,0.6450366,severely poor,2126.628
42250,13.07497077,6.5082587300000005,0.66124696,severely poor,1717.0386
42251,13.07497077,6.51659206,0.6770664,severely poor,1067.158
42293,13.07497077,7.1915917899999995,0.7124027,severely poor,1056.3325
42294,13.07497077,7.1999251200000005,0.71993643,severely poor,925.22656
42296,13.07497077,7.216591779999999,0.7321452,severely poor,976.74457
42297,13.07497077,7.22492511,0.73650897,severely poor,1166.0638
42298,13.07497077,7.233258439999999,0.73940545,severely poor,1007.14825
42299,13.07497077,7.24159177,0.73981637,severely poor,1382.0537
42300,13.07497077,7.2499251,0.7341113,severely poor,938.33167
42357,13.07497077,7.7249249099999995,0.7854403,severely poor,1612.8542
42358,13.07497077,7.7332582400000005,0.78437805,severely poor,3501.2502
42359,13.07497077,7.74159157,0.78741086,severely poor,3198.2214
42360,13.07497077,7.749924899999999,0.7842219,severely poor,1352.1052
42899,13.07497077,13.783255819999997,0.5757911,severely poor,915.1685
42902,13.07497077,13.808255809999999,0.5674958,severely poor,955.06665
42903,13.07497077,13.816589139999998,0.57192814,severely poor,1552.4175
42904,13.07497077,13.82492247,0.57375306,severely poor,1131.941
43020,13.066637440000001,4.81659274,0.55251396,severely poor,933.6609
43063,13.066637440000001,5.17492593,0.4740782,poor,820.97253
43064,13.066637440000001,5.183259260000001,0.48045745,poor,901.5684
43065,13.066637440000001,5.19159259,0.4630344,poor,995.4978
43066,13.066637440000001,5.199925919999999,0.35696083,poor,1152.4265
43067,13.066637440000001,5.20825925,0.25767204,vulnerable,1522.9506
43068,13.066637440000001,5.2165925799999995,0.25379303,vulnerable,1751.9105
43069,13.066637440000001,5.2249259100000005,0.23718686,vulnerable,1837.074
43070,13.066637440000001,5.23325924,0.21401702,vulnerable,7167.9316
43071,13.066637440000001,5.241592569999999,0.19614714,non-poor,10963.121
43072,13.066637440000001,5.2499259,0.24379608,vulnerable,11022.84
43073,13.066637440000001,5.258259229999999,0.3229258,vulnerable,8699.723
43074,13.066637440000001,5.26659256,0.33829543,poor,5723.9585
43075,13.066637440000001,5.27492589,0.34241903,poor,3031.1477
43076,13.066637440000001,5.283259220000001,0.36032408,poor,1822.9368
43077,13.066637440000001,5.29159255,0.48709315,poor,1687.7216
43221,13.066637440000001,6.49159207,0.66902524,severely poor,1484.9568
43222,13.066637440000001,6.4999253999999995,0.6519455,severely poor,2383.8025
43223,13.066637440000001,6.5082587300000005,0.6710779,severely poor,1958.5575
43224,13.066637440000001,6.51659206,0.67735875,severely poor,1103.0077
43269,13.066637440000001,7.20825845,0.7303831,severely poor,860.87103
43270,13.066637440000001,7.216591779999999,0.7343963,severely poor,847.3117
43332,13.066637440000001,7.7332582400000005,0.78660744,severely poor,1415.6011
43333,13.066637440000001,7.74159157,0.78901553,severely poor,1557.2267
43334,13.066637440000001,7.749924899999999,0.7860004,severely poor,804.4292
43400,13.066637440000001,8.29992468,0.80670637,severely poor,1271.3992
43417,13.066637440000001,8.474924609999999,0.83202994,severely poor,888.2809
43418,13.066637440000001,8.483257940000001,0.8297198,severely poor,1085.6387
43887,13.066637440000001,13.774922489999998,0.5747561,severely poor,911.6684
44010,13.05830411,4.81659274,0.549391,severely poor,885.74426
