patch_id,image_name,poverty_class,poverty_score,longitude,latitude,local_folder,path_tif,path_png,date_start,date_end,cloud_pct_max
68,id68_S2RGB_100px,severely poor,0.6431813,6.3332588,13.54997058,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id68_S2RGB_100px.png,2015-06-23,2025-08-21,20
69,id69_S2RGB_100px,poor,0.48869294,5.2249259100000005,13.49163727,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id69_S2RGB_100px.png,2015-06-23,2025-08-21,20
70,id70_S2RGB_100px,severely poor,0.5035563,5.23325924,13.49163727,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id70_S2RGB_100px.png,2015-06-23,2025-08-21,20
71,id71_S2RGB_100px,severely poor,0.62497544,5.874925650000001,13.49163727,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id71_S2RGB_100px.png,2015-06-23,2025-08-21,20
72,id72_S2RGB_100px,severely poor,0.5014304,5.2249259100000005,13.48330394,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id72_S2RGB_100px.png,2015-06-23,2025-08-21,20
73,id73_S2RGB_100px,severely poor,0.5062846,5.23325924,13.48330394,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id73_S2RGB_100px.png,2015-06-23,2025-08-21,20
74,id74_S2RGB_100px,severely poor,0.61576086,5.85825899,13.47497061,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id74_S2RGB_100px.png,2015-06-23,2025-08-21,20
75,id75_S2RGB_100px,severely poor,0.62301207,5.874925650000001,13.47497061,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id75_S2RGB_100px.png,2015-06-23,2025-08-21,20
76,id76_S2RGB_100px,severely poor,0.6239466,5.88325898,13.47497061,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id76_S2RGB_100px.png,2015-06-23,2025-08-21,20
77,id77_S2RGB_100px,severely poor,0.61977494,5.89992564,13.47497061,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id77_S2RGB_100px.png,2015-06-23,2025-08-21,20
78,id78_S2RGB_100px,severely poor,0.576253,5.72492571,13.46663728,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id78_S2RGB_100px.png,2015-06-23,2025-08-21,20
79,id79_S2RGB_100px,severely poor,0.62066925,5.85825899,13.46663728,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id79_S2RGB_100px.png,2015-06-23,2025-08-21,20
80,id80_S2RGB_100px,severely poor,0.62798727,5.88325898,13.46663728,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id80_S2RGB_100px.png,2015-06-23,2025-08-21,20
81,id81_S2RGB_100px,severely poor,0.5912663,5.72492571,13.45830395,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id81_S2RGB_100px.png,2015-06-23,2025-08-21,20
82,id82_S2RGB_100px,severely poor,0.5967193,5.733259039999999,13.45830395,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id82_S2RGB_100px.png,2015-06-23,2025-08-21,20
83,id83_S2RGB_100px,poor,0.48759302,5.26659256,13.44997062,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id83_S2RGB_100px.png,2015-06-23,2025-08-21,20
84,id84_S2RGB_100px,poor,0.4797188,5.27492589,13.44997062,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id84_S2RGB_100px.png,2015-06-23,2025-08-21,20
85,id85_S2RGB_100px,poor,0.48820323,5.27492589,13.44163729,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id85_S2RGB_100px.png,2015-06-23,2025-08-21,20
86,id86_S2RGB_100px,severely poor,0.5733977,5.658259070000001,13.44163729,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id86_S2RGB_100px.png,2015-06-23,2025-08-21,20
87,id87_S2RGB_100px,severely poor,0.5603103,5.6665924,13.44163729,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id87_S2RGB_100px.png,2015-06-23,2025-08-21,20
88,id88_S2RGB_100px,severely poor,0.5844864,5.674925729999999,13.44163729,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id88_S2RGB_100px.png,2015-06-23,2025-08-21,20
89,id89_S2RGB_100px,poor,0.48389593,5.27492589,13.43330396,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id89_S2RGB_100px.png,2015-06-23,2025-08-21,20
90,id90_S2RGB_100px,severely poor,0.5741702,5.658259070000001,13.43330396,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id90_S2RGB_100px.png,2015-06-23,2025-08-21,20
91,id91_S2RGB_100px,severely poor,0.58168197,5.6665924,13.43330396,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id91_S2RGB_100px.png,2015-06-23,2025-08-21,20
92,id92_S2RGB_100px,severely poor,0.58530056,5.674925729999999,13.43330396,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id92_S2RGB_100px.png,2015-06-23,2025-08-21,20
93,id93_S2RGB_100px,poor,0.48830608,5.27492589,13.42497063,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id93_S2RGB_100px.png,2015-06-23,2025-08-21,20
94,id94_S2RGB_100px,severely poor,0.5827716,5.658259070000001,13.42497063,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id94_S2RGB_100px.png,2015-06-23,2025-08-21,20
95,id95_S2RGB_100px,severely poor,0.587152,5.6665924,13.42497063,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id95_S2RGB_100px.png,2015-06-23,2025-08-21,20
96,id96_S2RGB_100px,poor,0.48650685,5.27492589,13.39997064,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id96_S2RGB_100px.png,2015-06-23,2025-08-21,20
97,id97_S2RGB_100px,severely poor,0.51253515,5.399925839999999,13.37497065,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id97_S2RGB_100px.png,2015-06-23,2025-08-21,20
98,id98_S2RGB_100px,severely poor,0.5059949,5.40825917,13.37497065,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id98_S2RGB_100px.png,2015-06-23,2025-08-21,20
99,id99_S2RGB_100px,poor,0.43116552,5.23325924,13.36663732,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id99_S2RGB_100px.png,2015-06-23,2025-08-21,20
100,id100_S2RGB_100px,poor,0.44572473,5.241592569999999,13.36663732,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id100_S2RGB_100px.png,2015-06-23,2025-08-21,20
101,id101_S2RGB_100px,poor,0.48593554,5.2499259,13.36663732,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id101_S2RGB_100px.png,2015-06-23,2025-08-21,20
102,id102_S2RGB_100px,severely poor,0.5191764,5.399925839999999,13.36663732,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id102_S2RGB_100px.png,2015-06-23,2025-08-21,20
103,id103_S2RGB_100px,severely poor,0.5235129,5.40825917,13.36663732,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id103_S2RGB_100px.png,2015-06-23,2025-08-21,20
104,id104_S2RGB_100px,poor,0.46629927,5.2249259100000005,13.35830399,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id104_S2RGB_100px.png,2015-06-23,2025-08-21,20
105,id105_S2RGB_100px,poor,0.3981107,5.23325924,13.35830399,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id105_S2RGB_100px.png,2015-06-23,2025-08-21,20
106,id106_S2RGB_100px,poor,0.45835078,5.241592569999999,13.35830399,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id106_S2RGB_100px.png,2015-06-23,2025-08-21,20
107,id107_S2RGB_100px,poor,0.49023926,5.2499259,13.35830399,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id107_S2RGB_100px.png,2015-06-23,2025-08-21,20
108,id108_S2RGB_100px,poor,0.46816677,5.2249259100000005,13.34997066,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id108_S2RGB_100px.png,2015-06-23,2025-08-21,20
109,id109_S2RGB_100px,poor,0.47191772,5.23325924,13.34997066,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id109_S2RGB_100px.png,2015-06-23,2025-08-21,20
110,id110_S2RGB_100px,poor,0.48867035,5.241592569999999,13.34997066,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id110_S2RGB_100px.png,2015-06-23,2025-08-21,20
111,id111_S2RGB_100px,poor,0.49133334,5.20825925,13.34163733,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id111_S2RGB_100px.png,2015-06-23,2025-08-21,20
112,id112_S2RGB_100px,poor,0.48433822,5.21659258,13.34163733,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id112_S2RGB_100px.png,2015-06-23,2025-08-21,20
113,id113_S2RGB_100px,poor,0.48250857,5.2249259100000005,13.34163733,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id113_S2RGB_100px.png,2015-06-23,2025-08-21,20
114,id114_S2RGB_100px,poor,0.48364663,5.23325924,13.34163733,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id114_S2RGB_100px.png,2015-06-23,2025-08-21,20
115,id115_S2RGB_100px,poor,0.4888569,5.241592569999999,13.34163733,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id115_S2RGB_100px.png,2015-06-23,2025-08-21,20
116,id116_S2RGB_100px,severely poor,0.5393849,5.499925800000001,13.34163733,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id116_S2RGB_100px.png,2015-06-23,2025-08-21,20
117,id117_S2RGB_100px,severely poor,0.5401081,5.50825913,13.34163733,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id117_S2RGB_100px.png,2015-06-23,2025-08-21,20
118,id118_S2RGB_100px,poor,0.48689675,5.21659258,13.333304,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id118_S2RGB_100px.png,2015-06-23,2025-08-21,20
119,id119_S2RGB_100px,poor,0.48271382,5.2249259100000005,13.333304,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id119_S2RGB_100px.png,2015-06-23,2025-08-21,20
120,id120_S2RGB_100px,severely poor,0.50341827,5.3832591800000005,13.333304,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id120_S2RGB_100px.png,2015-06-23,2025-08-21,20
121,id121_S2RGB_100px,severely poor,0.54103386,5.499925800000001,13.333304,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id121_S2RGB_100px.png,2015-06-23,2025-08-21,20
122,id122_S2RGB_100px,severely poor,0.5493854,5.50825913,13.333304,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id122_S2RGB_100px.png,2015-06-23,2025-08-21,20
123,id123_S2RGB_100px,severely poor,0.5177786,5.416592499999999,13.32497067,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id123_S2RGB_100px.png,2015-06-23,2025-08-21,20
124,id124_S2RGB_100px,severely poor,0.52321434,5.42492583,13.32497067,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id124_S2RGB_100px.png,2015-06-23,2025-08-21,20
125,id125_S2RGB_100px,poor,0.49806732,5.358259189999999,13.30830401,poverty_poor,,/home/annaj/satellite_dataset_nigeria/poverty_poor/id125_S2RGB_100px.png,2015-06-23,2025-08-21,20
126,id126_S2RGB_100px,severely poor,0.5069831,5.36659252,13.30830401,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id126_S2RGB_100px.png,2015-06-23,2025-08-21,20
127,id127_S2RGB_100px,severely poor,0.521181,5.416592499999999,13.30830401,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id127_S2RGB_100px.png,2015-06-23,2025-08-21,20
128,id128_S2RGB_100px,severely poor,0.8035597,7.791591550000001,13.30830401,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id128_S2RGB_100px.png,2015-06-23,2025-08-21,20
129,id129_S2RGB_100px,severely poor,0.81656975,7.79992488,13.30830401,poverty_severely_poor,,/home/annaj/satellite_dataset_nigeria/poverty_severely_poor/id129_S2RGB_100px.png,2015-06-23,2025-08-21,20
