patch_id,image_name,poverty_class,poverty_score,longitude,latitude,local_folder,path_tif,path_png,date_start,date_end,cloud_pct_max
32,id32_S2RGB_100px,severely poor,0.822447,41.83385608293,3.9219493798242193,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id32_S2RGB_100px.png,2015-06-23,2025-08-22,20
33,id33_S2RGB_100px,severely poor,0.81197274,41.84218941293,3.9219493798242193,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id33_S2RGB_100px.png,2015-06-23,2025-08-22,20
34,id34_S2RGB_100px,severely poor,0.8265884,41.85052274293,3.9219493798242193,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id34_S2RGB_100px.png,2015-06-23,2025-08-22,20
35,id35_S2RGB_100px,severely poor,0.8101608,41.21718966293,3.91361604982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id35_S2RGB_100px.png,2015-06-23,2025-08-22,20
36,id36_S2RGB_100px,severely poor,0.81577784,41.81718942293,3.91361604982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id36_S2RGB_100px.png,2015-06-23,2025-08-22,20
37,id37_S2RGB_100px,severely poor,0.81710494,41.82552275293,3.91361604982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id37_S2RGB_100px.png,2015-06-23,2025-08-22,20
38,id38_S2RGB_100px,severely poor,0.82065403,41.83385608293,3.91361604982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id38_S2RGB_100px.png,2015-06-23,2025-08-22,20
39,id39_S2RGB_100px,severely poor,0.82423234,41.84218941293,3.91361604982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id39_S2RGB_100px.png,2015-06-23,2025-08-22,20
40,id40_S2RGB_100px,severely poor,0.81265146,41.85052274293,3.91361604982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id40_S2RGB_100px.png,2015-06-23,2025-08-22,20
41,id41_S2RGB_100px,severely poor,0.823899,41.84218941293,3.90528271982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id41_S2RGB_100px.png,2015-06-23,2025-08-22,20
42,id42_S2RGB_100px,severely poor,0.87891394,40.29219003293,3.88028272982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id42_S2RGB_100px.png,2015-06-23,2025-08-22,20
43,id43_S2RGB_100px,severely poor,0.8829133,40.29219003293,3.8719493998242194,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id43_S2RGB_100px.png,2015-06-23,2025-08-22,20
44,id44_S2RGB_100px,severely poor,0.93782836,34.81719222293,3.74694944982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id44_S2RGB_100px.png,2015-06-23,2025-08-22,20
45,id45_S2RGB_100px,severely poor,0.92963827,34.83385888293,3.7386161198242194,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id45_S2RGB_100px.png,2015-06-23,2025-08-22,20
46,id46_S2RGB_100px,severely poor,0.92751384,34.84219221293,3.7386161198242194,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id46_S2RGB_100px.png,2015-06-23,2025-08-22,20
47,id47_S2RGB_100px,severely poor,0.92763484,34.83385888293,3.7302827898242192,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id47_S2RGB_100px.png,2015-06-23,2025-08-22,20
48,id48_S2RGB_100px,severely poor,0.9238312,34.84219221293,3.7302827898242192,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id48_S2RGB_100px.png,2015-06-23,2025-08-22,20
49,id49_S2RGB_100px,severely poor,0.924409,34.83385888293,3.72194945982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id49_S2RGB_100px.png,2015-06-23,2025-08-22,20
50,id50_S2RGB_100px,severely poor,0.9224057,34.84219221293,3.72194945982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id50_S2RGB_100px.png,2015-06-23,2025-08-22,20
51,id51_S2RGB_100px,severely poor,0.9175222,34.85052554293,3.72194945982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id51_S2RGB_100px.png,2015-06-23,2025-08-22,20
52,id52_S2RGB_100px,severely poor,0.92416286,34.85885887293,3.72194945982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id52_S2RGB_100px.png,2015-06-23,2025-08-22,20
53,id53_S2RGB_100px,severely poor,0.9210169,34.83385888293,3.7136161298242194,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id53_S2RGB_100px.png,2015-06-23,2025-08-22,20
54,id54_S2RGB_100px,severely poor,0.90701926,34.84219221293,3.7136161298242194,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id54_S2RGB_100px.png,2015-06-23,2025-08-22,20
55,id55_S2RGB_100px,severely poor,0.8768494,34.85052554293,3.7136161298242194,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id55_S2RGB_100px.png,2015-06-23,2025-08-22,20
56,id56_S2RGB_100px,severely poor,0.9157793,34.85885887293,3.7136161298242194,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id56_S2RGB_100px.png,2015-06-23,2025-08-22,20
57,id57_S2RGB_100px,severely poor,0.92721874,34.86719220293,3.7136161298242194,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id57_S2RGB_100px.png,2015-06-23,2025-08-22,20
58,id58_S2RGB_100px,severely poor,0.91768235,34.84219221293,3.70528279982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id58_S2RGB_100px.png,2015-06-23,2025-08-22,20
59,id59_S2RGB_100px,severely poor,0.915158,34.85052554293,3.70528279982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id59_S2RGB_100px.png,2015-06-23,2025-08-22,20
60,id60_S2RGB_100px,severely poor,0.92310095,34.85885887293,3.70528279982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id60_S2RGB_100px.png,2015-06-23,2025-08-22,20
61,id61_S2RGB_100px,severely poor,0.9267223,34.86719220293,3.70528279982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id61_S2RGB_100px.png,2015-06-23,2025-08-22,20
62,id62_S2RGB_100px,severely poor,0.8037478,39.04219053293,3.5219495398242198,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id62_S2RGB_100px.png,2015-06-23,2025-08-22,20
63,id63_S2RGB_100px,severely poor,0.79585034,39.05052386293,3.5219495398242198,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id63_S2RGB_100px.png,2015-06-23,2025-08-22,20
64,id64_S2RGB_100px,severely poor,0.8039418,39.05885719293,3.5219495398242198,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id64_S2RGB_100px.png,2015-06-23,2025-08-22,20
65,id65_S2RGB_100px,severely poor,0.80920094,39.06719052293,3.5219495398242198,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id65_S2RGB_100px.png,2015-06-23,2025-08-22,20
66,id66_S2RGB_100px,severely poor,0.8285337,39.07552385293,3.5219495398242198,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id66_S2RGB_100px.png,2015-06-23,2025-08-22,20
67,id67_S2RGB_100px,severely poor,0.8187032,39.05052386293,3.513616209824219,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id67_S2RGB_100px.png,2015-06-23,2025-08-22,20
68,id68_S2RGB_100px,severely poor,0.8206294,39.05885719293,3.513616209824219,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id68_S2RGB_100px.png,2015-06-23,2025-08-22,20
69,id69_S2RGB_100px,severely poor,0.8256738,39.06719052293,3.513616209824219,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id69_S2RGB_100px.png,2015-06-23,2025-08-22,20
70,id70_S2RGB_100px,severely poor,0.8240263,39.07552385293,3.513616209824219,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id70_S2RGB_100px.png,2015-06-23,2025-08-22,20
71,id71_S2RGB_100px,severely poor,0.83852124,39.04219053293,3.5052828798242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id71_S2RGB_100px.png,2015-06-23,2025-08-22,20
72,id72_S2RGB_100px,severely poor,0.82997686,39.05052386293,3.5052828798242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id72_S2RGB_100px.png,2015-06-23,2025-08-22,20
73,id73_S2RGB_100px,severely poor,0.82022727,39.05885719293,3.5052828798242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id73_S2RGB_100px.png,2015-06-23,2025-08-22,20
74,id74_S2RGB_100px,severely poor,0.8253414,39.06719052293,3.5052828798242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id74_S2RGB_100px.png,2015-06-23,2025-08-22,20
75,id75_S2RGB_100px,severely poor,0.82770157,39.07552385293,3.5052828798242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id75_S2RGB_100px.png,2015-06-23,2025-08-22,20
76,id76_S2RGB_100px,severely poor,0.8387872,39.05052386293,3.49694954982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id76_S2RGB_100px.png,2015-06-23,2025-08-22,20
77,id77_S2RGB_100px,severely poor,0.831089,39.05885719293,3.49694954982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id77_S2RGB_100px.png,2015-06-23,2025-08-22,20
78,id78_S2RGB_100px,severely poor,0.8511739,39.05885719293,3.48861621982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id78_S2RGB_100px.png,2015-06-23,2025-08-22,20
79,id79_S2RGB_100px,severely poor,0.8868868,39.87552353293,3.4219495798242194,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id79_S2RGB_100px.png,2015-06-23,2025-08-22,20
80,id80_S2RGB_100px,severely poor,0.8784435,40.20885673293,3.405282919824219,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id80_S2RGB_100px.png,2015-06-23,2025-08-22,20
81,id81_S2RGB_100px,severely poor,0.8658708,40.21719006293,3.405282919824219,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id81_S2RGB_100px.png,2015-06-23,2025-08-22,20
82,id82_S2RGB_100px,severely poor,0.8606241,40.22552339293,3.405282919824219,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id82_S2RGB_100px.png,2015-06-23,2025-08-22,20
83,id83_S2RGB_100px,severely poor,0.8753918,40.20885673293,3.3969495898242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id83_S2RGB_100px.png,2015-06-23,2025-08-22,20
84,id84_S2RGB_100px,severely poor,0.8712898,40.21719006293,3.3969495898242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id84_S2RGB_100px.png,2015-06-23,2025-08-22,20
85,id85_S2RGB_100px,severely poor,0.84158707,40.22552339293,3.3969495898242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id85_S2RGB_100px.png,2015-06-23,2025-08-22,20
86,id86_S2RGB_100px,severely poor,0.8748499,40.21719006293,3.3886162598242198,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id86_S2RGB_100px.png,2015-06-23,2025-08-22,20
87,id87_S2RGB_100px,severely poor,0.87057644,40.22552339293,3.3886162598242198,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id87_S2RGB_100px.png,2015-06-23,2025-08-22,20
88,id88_S2RGB_100px,severely poor,0.87033695,40.23385672293,3.3886162598242198,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id88_S2RGB_100px.png,2015-06-23,2025-08-22,20
89,id89_S2RGB_100px,severely poor,0.8848687,39.41719038293,3.38028292982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id89_S2RGB_100px.png,2015-06-23,2025-08-22,20
90,id90_S2RGB_100px,severely poor,0.8946038,39.42552371293,3.38028292982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id90_S2RGB_100px.png,2015-06-23,2025-08-22,20
91,id91_S2RGB_100px,severely poor,0.88016886,40.22552339293,3.38028292982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id91_S2RGB_100px.png,2015-06-23,2025-08-22,20
92,id92_S2RGB_100px,severely poor,0.87517816,40.23385672293,3.38028292982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id92_S2RGB_100px.png,2015-06-23,2025-08-22,20
93,id93_S2RGB_100px,severely poor,0.88232785,39.40052372293,3.3719495998242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id93_S2RGB_100px.png,2015-06-23,2025-08-22,20
94,id94_S2RGB_100px,severely poor,0.8804396,39.40885705293,3.3719495998242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id94_S2RGB_100px.png,2015-06-23,2025-08-22,20
95,id95_S2RGB_100px,severely poor,0.87824297,39.41719038293,3.3719495998242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id95_S2RGB_100px.png,2015-06-23,2025-08-22,20
96,id96_S2RGB_100px,severely poor,0.8862394,39.42552371293,3.3719495998242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id96_S2RGB_100px.png,2015-06-23,2025-08-22,20
97,id97_S2RGB_100px,severely poor,0.86841047,40.21719006293,3.3719495998242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id97_S2RGB_100px.png,2015-06-23,2025-08-22,20
98,id98_S2RGB_100px,severely poor,0.8809158,39.40885705293,3.36361626982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id98_S2RGB_100px.png,2015-06-23,2025-08-22,20
99,id99_S2RGB_100px,severely poor,0.87589115,39.41719038293,3.36361626982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id99_S2RGB_100px.png,2015-06-23,2025-08-22,20
100,id100_S2RGB_100px,severely poor,0.88084865,39.41719038293,3.355282939824219,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id100_S2RGB_100px.png,2015-06-23,2025-08-22,20
101,id101_S2RGB_100px,severely poor,0.88602424,39.76719024293,3.3386162798242194,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id101_S2RGB_100px.png,2015-06-23,2025-08-22,20
102,id102_S2RGB_100px,severely poor,0.83146244,40.86718980293,3.1886163398242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id102_S2RGB_100px.png,2015-06-23,2025-08-22,20
103,id103_S2RGB_100px,severely poor,0.8276087,40.86718980293,3.1802830098242194,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id103_S2RGB_100px.png,2015-06-23,2025-08-22,20
104,id104_S2RGB_100px,severely poor,0.8945088,35.57552525293,3.1302830298242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id104_S2RGB_100px.png,2015-06-23,2025-08-22,20
105,id105_S2RGB_100px,severely poor,0.8896191,35.58385858293,3.1302830298242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id105_S2RGB_100px.png,2015-06-23,2025-08-22,20
106,id106_S2RGB_100px,severely poor,0.8852864,35.59219191293,3.1302830298242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id106_S2RGB_100px.png,2015-06-23,2025-08-22,20
107,id107_S2RGB_100px,severely poor,0.89003503,35.57552525293,3.1219496998242198,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id107_S2RGB_100px.png,2015-06-23,2025-08-22,20
108,id108_S2RGB_100px,severely poor,0.8879662,35.58385858293,3.1219496998242198,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id108_S2RGB_100px.png,2015-06-23,2025-08-22,20
109,id109_S2RGB_100px,severely poor,0.85346186,35.59219191293,3.1219496998242198,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id109_S2RGB_100px.png,2015-06-23,2025-08-22,20
110,id110_S2RGB_100px,severely poor,0.88314074,35.60052524293,3.1219496998242198,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id110_S2RGB_100px.png,2015-06-23,2025-08-22,20
111,id111_S2RGB_100px,severely poor,0.8914126,35.60885857293,3.1219496998242198,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id111_S2RGB_100px.png,2015-06-23,2025-08-22,20
112,id112_S2RGB_100px,severely poor,0.8892179,35.57552525293,3.11361636982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id112_S2RGB_100px.png,2015-06-23,2025-08-22,20
113,id113_S2RGB_100px,severely poor,0.8971327,35.58385858293,3.11361636982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id113_S2RGB_100px.png,2015-06-23,2025-08-22,20
114,id114_S2RGB_100px,severely poor,0.88684237,35.59219191293,3.11361636982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id114_S2RGB_100px.png,2015-06-23,2025-08-22,20
115,id115_S2RGB_100px,severely poor,0.88733166,35.60052524293,3.11361636982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id115_S2RGB_100px.png,2015-06-23,2025-08-22,20
116,id116_S2RGB_100px,severely poor,0.88467056,35.60885857293,3.11361636982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id116_S2RGB_100px.png,2015-06-23,2025-08-22,20
117,id117_S2RGB_100px,severely poor,0.8901913,35.61719190293,3.11361636982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id117_S2RGB_100px.png,2015-06-23,2025-08-22,20
118,id118_S2RGB_100px,severely poor,0.88333863,35.58385858293,3.1052830398242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id118_S2RGB_100px.png,2015-06-23,2025-08-22,20
119,id119_S2RGB_100px,severely poor,0.8856803,35.59219191293,3.1052830398242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id119_S2RGB_100px.png,2015-06-23,2025-08-22,20
120,id120_S2RGB_100px,severely poor,0.8799772,35.60052524293,3.1052830398242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id120_S2RGB_100px.png,2015-06-23,2025-08-22,20
121,id121_S2RGB_100px,severely poor,0.8827138,35.60885857293,3.1052830398242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id121_S2RGB_100px.png,2015-06-23,2025-08-22,20
122,id122_S2RGB_100px,severely poor,0.879577,35.61719190293,3.1052830398242195,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id122_S2RGB_100px.png,2015-06-23,2025-08-22,20
123,id123_S2RGB_100px,severely poor,0.87508297,35.59219191293,3.09694970982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id123_S2RGB_100px.png,2015-06-23,2025-08-22,20
124,id124_S2RGB_100px,severely poor,0.8808412,35.60052524293,3.09694970982422,poverty_severely_poor,,/home/annaj/satellite_dataset_kenya/poverty_severely_poor/id124_S2RGB_100px.png,2015-06-23,2025-08-22,20
